	FPKM	mean
FBtr0112641	0.0	-0.081961
FBtr0112642	0.0	-0.0638524
FBtr0112643	0.0	-0.150644
FBtr0112644	0.0	-0.10705
FBtr0112645	0.0	-0.06099169999999999
FBtr0112646	0.0	-0.0806173
FBtr0112648	0.0	-0.104334
FBtr0112649	0.0	-0.104334
FBtr0112650	0.0	-0.12081900000000001
FBtr0112653	14.686341	-0.100128
FBtr0112654	0.0	-0.08344839999999999
FBtr0112656	0.0	-0.06375059999999999
FBtr0112657	0.0	-0.0183012
FBtr0112667	0.0	-0.0954054
FBtr0112668	0.0	-0.09003760000000001
FBtr0112669	0.0	-0.09003760000000001
FBtr0112672	11.702662	-0.101457
FBtr0112673	10.316955	-0.101457
FBtr0112674	11.095631	-0.101457
FBtr0112675	0.0	-0.055127300000000004
FBtr0112677	0.0	-0.0926408
FBtr0112678	0.0	-0.120301
FBtr0112680	0.0	-0.0495534
FBtr0112688	11.265244000000001	-0.0415783
FBtr0112689	0.0	-0.043968099999999996
FBtr0112690	0.0	-0.038043400000000005
FBtr0112691	0.0	-0.08304589999999999
FBtr0112692	0.0	-0.08304589999999999
FBtr0112703	0.0	-0.0442896
FBtr0112704	0.0	-0.0442896
FBtr0112706	0.0	-0.0442896
FBtr0112707	0.0	-0.0442896
FBtr0112708	0.0	-0.11023
FBtr0112709	0.0	-0.150622
FBtr0112710	0.0	-0.150622
FBtr0112712	0.0	-0.11023
FBtr0112717	0.0	-0.018668999999999998
FBtr0112718	0.0	-0.0427169
FBtr0112719	0.0	-0.0176396
FBtr0112724	2.871029	-0.0954207
FBtr0112725	5.67543	-0.115596
FBtr0112726	0.0	-0.0732846
FBtr0112727	0.0	-0.130544
FBtr0112729	0.0	-0.066703
FBtr0112730	0.0	-0.120301
FBtr0112731	0.0	-0.0734467
FBtr0112732	0.0	-0.0870921
FBtr0112733	0.0	-0.0721508
FBtr0112734	0.0	-0.0890419
FBtr0112735	0.0	-0.0643909
FBtr0112736	0.0	1.02445
FBtr0112737	0.0	-0.055956200000000005
FBtr0112738	0.0	-0.09790560000000001
FBtr0112740	72.948448	-0.11632100000000001
FBtr0112741	2.807693	-0.11632100000000001
FBtr0112743	8.121946000000001	-0.08696439999999998
FBtr0112744	6.170699	-0.0319949
FBtr0112745	8.121946000000001	-0.08696439999999998
FBtr0112746	0.0	-0.0700441
FBtr0112747	0.0	-0.06771189999999999
FBtr0112748	0.0	-0.0750274
FBtr0112749	0.0	-0.10916600000000001
FBtr0112750	0.0	-0.111351
FBtr0112751	0.0	-0.0902172
FBtr0112752	0.0	-0.063151
FBtr0112753	0.0	-0.0487971
FBtr0112754	0.0	-0.0459151
FBtr0112755	0.0	-0.0350989
FBtr0112756	0.0	-0.0672589
FBtr0112757	0.0	-0.0771203
FBtr0112760	0.0	-0.0652271
FBtr0112761	20.169504	-0.132971
FBtr0112762	0.0	-0.12243599999999999
FBtr0112763	0.0	-0.106906
FBtr0112764	0.0	-0.09787960000000001
FBtr0112765	0.0	-0.0847847
FBtr0112766	0.0	-0.0762942
FBtr0112767	0.0	-0.10682699999999999
FBtr0112768	0.0	0.0188379
FBtr0112769	0.0	-0.070778
FBtr0112770	0.0	-0.134246
FBtr0112771	0.0	-0.0686108
FBtr0112772	0.0	-0.09645210000000001
FBtr0112774	0.0	-0.099242
FBtr0112775	0.0	-0.099242
FBtr0112777	46.033962	-0.099335
FBtr0112788	0.0	-0.141827
FBtr0112789	0.0	-0.07569069999999999
FBtr0112790	3.4142349999999997	-0.05239630000000001
FBtr0112791	0.0	0.7762180000000001
FBtr0112793	4.383826	-0.0795872
FBtr0112795	3.830305	-0.16123099999999999
FBtr0112797	0.0	-0.0489866
FBtr0112798	0.0	-0.0489866
FBtr0112799	0.0	-0.0233539
FBtr0112800	0.0	-0.0892832
FBtr0112801	0.0	-0.0843633
FBtr0112802	0.0	-0.0431649
FBtr0112803	0.0	-0.113505
FBtr0112804	0.0	-0.09215880000000001
FBtr0112805	0.0	-0.09215880000000001
FBtr0112806	0.0	-0.035654000000000005
FBtr0112807	3.8165089999999995	-0.08101799999999999
FBtr0112808	0.0	-0.0822309
FBtr0112809	0.0	-0.07145069999999999
FBtr0112810	0.0	-0.07145069999999999
FBtr0112812	0.0	0.423374
FBtr0112813	0.0	-0.061176
FBtr0112814	0.0	-0.027777299999999998
FBtr0112817	0.0	-0.0842719
FBtr0112819	0.0	-0.138683
FBtr0112820	0.0	-0.07032630000000001
FBtr0112824	0.0	-0.0235104
FBtr0112825	0.0	5.78651
FBtr0112826	0.0	5.78651
FBtr0112827	0.0	5.78651
FBtr0112828	0.0	1.87559
FBtr0112830	0.0	1.36188
FBtr0112833	0.0	-0.0819693
FBtr0112834	2.2352529999999997	87.0505
FBtr0112835	7.137115	-0.0530751
FBtr0112836	11.440305	-0.0699928
FBtr0112841	0.0	-0.032226
FBtr0112843	10.287544	1.27132
FBtr0112844	0.0	-0.030522000000000004
FBtr0112845	0.0	-0.11630499999999999
FBtr0112846	0.0	-0.099053
FBtr0112847	0.0	-0.0352972
FBtr0112850	0.0	-0.0845612
FBtr0112851	0.0	-0.158384
FBtr0112852	0.0	-0.158384
FBtr0112853	0.0	-0.0505602
FBtr0112854	0.0	-0.102155
FBtr0112856	0.0	-0.0825875
FBtr0112857	17.459757	-0.129465
FBtr0112858	0.0	-0.0670877
FBtr0112860	0.0	-0.118144
FBtr0112861	0.0	-0.09550689999999999
FBtr0112862	0.0	-0.09550689999999999
FBtr0112863	0.0	-0.09550689999999999
FBtr0112864	0.0	-0.039362400000000006
FBtr0112865	2.765184	0.39103499999999997
FBtr0112866	6.225569	-0.033581
FBtr0112868	7.444256	-0.0397744
FBtr0112869	0.0	-0.1131
FBtr0112872	0.0	0.362345
FBtr0112873	0.0	0.362345
FBtr0112874	0.0	-0.186471
FBtr0112876	0.0	-0.0797489
FBtr0112878	0.0	-0.0974956
FBtr0112879	0.0	-0.0974956
FBtr0112882	0.0	1.62753
FBtr0112883	0.0	-0.0765151
FBtr0112885	0.0	9.085469999999999
FBtr0112888	0.0	-0.0770253
FBtr0112889	0.0	-0.0770253
FBtr0112890	0.0	-0.0234142
FBtr0112892	0.635815	-0.0742937
FBtr0112893	0.0	-0.088797
FBtr0112896	2.626807	-0.0965591
FBtr0112897	0.0	-0.0488058
FBtr0112898	0.0	-0.056379399999999996
FBtr0112899	0.0	-0.171194
FBtr0112900	0.0	-0.119993
FBtr0112901	0.0	-0.0829197
FBtr0112902	0.0	-0.0829197
FBtr0112904	0.0	-0.0220569
FBtr0112905	0.0	54.535
FBtr0112906	0.0	-0.128324
FBtr0112907	0.0	-0.04805209999999999
FBtr0112915	0.0	-0.06482819999999999
FBtr0112916	0.0	-0.06482819999999999
FBtr0112917	0.0	-0.149622
FBtr0112919	10.217913000000001	-0.029448200000000004
FBtr0112920	11.39885	-0.029448200000000004
FBtr0112921	0.0	-0.0679433
FBtr0112922	0.0	-0.064305
FBtr0112926	15.480451	-0.06482160000000001
FBtr0112927	0.0	-0.0828931
FBtr0112928	0.0	-0.046673400000000004
FBtr0112929	0.0	-0.0601332
FBtr0112930	1.4641030000000002	-0.0991012
FBtr0112935	1.068816	-0.0877788
FBtr0112937	0.0	-0.13561099999999998
FBtr0112938	0.0	-0.13561099999999998
FBtr0112939	0.0	-0.13561099999999998
FBtr0112940	0.0	-0.121103
FBtr0112941	0.948548	2.69009
FBtr0112945	0.9857950000000001	-0.146724
FBtr0112946	1.7030580000000002	11.1775
FBtr0112947	50.685066	-0.0595029
FBtr0112953	0.0	0.909967
FBtr0112954	0.0	-0.026873200000000003
FBtr0112955	0.0	-0.0546259
FBtr0112956	0.0	0.426954
FBtr0112961	0.0	-0.0584048
FBtr0112962	16.070189000000003	-0.0584048
FBtr0112963	13.638067999999999	-0.10925599999999999
FBtr0112964	1.749027	-0.10829100000000001
FBtr0112965	0.0	-0.07982589999999999
FBtr0112966	0.0	-0.0251262
FBtr0112968	0.0	-0.0573336
FBtr0112969	0.0	-0.0636124
FBtr0112970	0.0	-0.0395103
FBtr0112971	0.0	-0.0432296
FBtr0112973	0.0	-0.0364202
FBtr0112974	0.0	-0.026438999999999997
FBtr0112975	0.0	-0.0596602
FBtr0112976	0.0	-0.0596602
FBtr0112977	0.0	-0.0596602
FBtr0112979	0.0	-0.052019
FBtr0112980	0.0	1.95155
FBtr0112981	1.409759	4.35249
FBtr0112984	0.0	-0.04698309999999999
FBtr0112988	5.886856	-0.0932164
FBtr0112989	0.0	-0.07967660000000001
FBtr0112990	5.841547	-0.0932164
FBtr0112991	6.057182	-0.0932164
FBtr0112992	43.024288	-0.044054
FBtr0112993	93.06276700000001	-0.056208600000000004
FBtr0112994	0.0	0.8898510000000001
FBtr0112995	0.0	-0.031532599999999994
FBtr0112996	21.059746	-0.035171
FBtr0112998	0.0	-0.029058799999999996
FBtr0112999	0.0	-0.0282582
FBtr0113000	0.0	-0.09950149999999999
FBtr0113003	0.0	-0.0398131
FBtr0113004	0.0	-0.0576235
FBtr0113007	0.0	-0.0636124
FBtr0113008	0.0	0.0
FBtr0113009	0.0	-0.10531099999999999
FBtr0113011	0.0	-0.115799
FBtr0113012	24.961143	-0.127397
FBtr0113015	22.881365	-0.109578
FBtr0113017	0.0	-0.101634
FBtr0113018	0.0	-0.101957
FBtr0113019	6.857005	-0.10327599999999999
FBtr0113020	0.0	-0.086798
FBtr0113021	0.0	-0.0669613
FBtr0113024	0.0	-0.141014
FBtr0113026	0.0	-0.100004
FBtr0113028	0.0	-0.102973
FBtr0113029	0.0	-0.0452991
FBtr0113030	0.0	-0.019033500000000002
FBtr0113031	12.584809	-0.162847
FBtr0113033	0.0	-0.0725334
FBtr0113035	0.0	-0.0960677
FBtr0113037	20.739136	-0.10063899999999999
FBtr0113041	0.0	-0.11264600000000001
FBtr0113043	45.302475	-0.135482
FBtr0113047	0.0	-0.0529702
FBtr0113048	0.0	-0.0511416
FBtr0113049	0.0	-0.0252456
FBtr0113050	0.0	-0.0829534
FBtr0113052	0.0	-0.0891563
FBtr0113053	0.0	-0.102578
FBtr0113055	5.505526000000001	-0.0932795
FBtr0113060	0.705641	-0.171514
FBtr0113061	0.0	-0.10205800000000001
FBtr0113062	0.0	-0.115797
FBtr0113063	0.0	-0.06002469999999999
FBtr0113064	0.0	-0.1143
FBtr0113066	0.0	-0.064236
FBtr0113067	0.0	-0.0273553
FBtr0113068	0.0	-0.0437542
FBtr0113069	10.385239	-0.0437542
FBtr0113070	0.0	-0.0867399
FBtr0113074	0.0	-0.11150299999999999
FBtr0113075	0.0	-0.13064
FBtr0113076	0.0	-0.0907013
FBtr0113082	0.0	-0.0883699
FBtr0113083	0.0	-0.107385
FBtr0113084	0.0	-0.0604207
FBtr0113085	0.0	-0.064398
FBtr0113086	0.0	-0.0622207
FBtr0113087	0.0	-0.0720456
FBtr0113088	0.0	-0.0720456
FBtr0113089	0.0	-0.0720456
FBtr0113090	36.371853	-0.16177
FBtr0113091	0.0	1.8130000000000002
FBtr0113092	0.0	-0.159721
FBtr0113093	0.0	-0.174292
FBtr0113096	0.0	-0.0609306
FBtr0113097	0.0	-0.058946500000000006
FBtr0113098	0.0	-0.058946500000000006
FBtr0113100	7.247099	-0.0529001
FBtr0113101	2.566719	-0.104734
FBtr0113102	0.0	-0.104734
FBtr0113104	0.0	-0.0815743
FBtr0113105	0.0	-0.0882447
FBtr0113106	0.0	-0.104228
FBtr0113107	0.0	-0.10527
FBtr0113110	0.0	-0.08969099999999999
FBtr0113111	0.0	-0.0812221
FBtr0113112	0.0	-0.136196
FBtr0113113	18.53841	-0.120098
FBtr0113114	0.0	-0.120098
FBtr0113117	0.0	-0.10478599999999999
FBtr0113118	0.0	-0.0861351
FBtr0113119	0.0	-0.0861351
FBtr0113122	0.0	-0.14012
FBtr0113129	0.0	-0.0938471
FBtr0113130	3.2143580000000003	-0.124912
FBtr0113131	3.9150150000000004	-0.069962
FBtr0113132	0.0	-0.0701739
FBtr0113133	0.0	-0.0868829
FBtr0113134	0.0	-0.0716512
FBtr0113135	0.0	0.403754
FBtr0113136	0.0	-0.09881039999999999
FBtr0113137	0.0	-0.09881039999999999
FBtr0113138	0.0	-0.125313
FBtr0113139	31.915407000000002	-0.138173
FBtr0113140	0.0	-0.0931763
FBtr0113141	0.0	-0.13608699999999999
FBtr0113142	0.0	-0.0873868
FBtr0113143	51.589271999999994	-0.0893199
FBtr0113144	0.0	-0.052691699999999994
FBtr0113146	0.0	-0.035399
FBtr0113148	0.0	-0.08781169999999999
FBtr0113149	26.995489000000003	-0.0827153
FBtr0113150	0.0	-0.07389760000000001
FBtr0113153	0.0	-0.124589
FBtr0113154	0.0	-0.08969160000000001
FBtr0113156	0.0	-0.096974
FBtr0113157	0.0	-0.096974
FBtr0113158	0.0	-0.102264
FBtr0113159	0.0	-0.102264
FBtr0113161	0.0	-0.10271199999999998
FBtr0113163	0.0	-0.0840586
FBtr0113164	0.0	-0.0354675
FBtr0113167	0.0	-0.0817973
FBtr0113169	0.0	-0.08912010000000001
FBtr0113170	0.0	0.36238200000000004
FBtr0113171	0.0	-0.0731502
FBtr0113172	0.0	-0.0380147
FBtr0113173	0.0	-0.129859
FBtr0113174	0.0	-0.07894730000000001
FBtr0113176	0.0	-0.137247
FBtr0113177	0.0	-0.105049
FBtr0113179	45.505604	-0.129191
FBtr0113180	0.0	-0.07315930000000001
FBtr0113181	0.0	-0.07354880000000001
FBtr0113182	0.0	-0.040901400000000004
FBtr0113183	0.0	-0.040901400000000004
FBtr0113184	0.0	-0.043611000000000004
FBtr0113186	0.0	-0.029177699999999997
FBtr0113188	0.0	-0.0961721
FBtr0113190	0.0	0.0
FBtr0113191	0.0	0.0
FBtr0113192	0.0	-0.0951949
FBtr0113193	0.0	-0.07102439999999999
FBtr0113194	0.0	-0.12018800000000002
FBtr0113195	0.0	-0.14806
FBtr0113196	0.0	-0.0428551
FBtr0113197	0.0	-0.058269299999999996
FBtr0113198	0.0	-0.12422000000000001
FBtr0113200	5.0010449999999995	0.051882500000000005
FBtr0113202	0.0	-0.015330600000000002
FBtr0113203	0.0	-0.0521986
FBtr0113204	0.0	-0.0311217
FBtr0113205	28.345323999999998	-0.152365
FBtr0113206	0.0	-0.0732299
FBtr0113207	0.0	-0.0772825
FBtr0113210	0.0	-0.100771
FBtr0113211	2.112085	-0.146616
FBtr0113213	0.0	-0.137017
FBtr0113214	45.902778999999995	-0.0420851
FBtr0113215	75.537521	-0.124825
FBtr0113216	0.0	-0.11158399999999999
FBtr0113217	0.0	-0.143312
FBtr0113218	0.0	-0.129088
FBtr0113219	0.0	-0.131134
FBtr0113220	0.0	-0.197648
FBtr0113221	7.590616000000001	-0.17691600000000002
FBtr0113223	0.0	-0.138574
FBtr0113224	34.816971	-0.118925
FBtr0113225	0.0	-0.12283
FBtr0113226	0.0	-0.0811137
FBtr0113227	0.0	-0.0811137
FBtr0113228	0.0	-0.0811137
FBtr0113229	0.0	-0.0733617
FBtr0113232	0.0	-0.0927534
FBtr0113233	0.0	-0.0958713
FBtr0113235	26.793823	-0.0529123
FBtr0113236	39.184071	-0.0441671
FBtr0113238	0.0	-0.0921547
FBtr0113239	0.0	-0.0669684
FBtr0113240	0.0	-0.0669684
FBtr0113241	0.0	-0.09500689999999999
FBtr0113244	0.0	-0.0680951
FBtr0113246	0.0	-0.07305249999999999
FBtr0113247	0.0	-0.05907769999999999
FBtr0113248	27.912859	-0.0614206
FBtr0113250	0.0	-0.0796845
FBtr0113252	0.0	-0.06329630000000001
FBtr0113254	0.0	-0.07232519999999999
FBtr0113256	0.0	-0.0662
FBtr0113257	0.0	0.69798
FBtr0113258	0.0	-0.07908710000000001
FBtr0113259	0.0	-0.0811327
FBtr0113261	0.0	-0.063575
FBtr0113262	0.0	-0.063575
FBtr0113263	0.0	-0.144091
FBtr0113270	36.935947	-0.138915
FBtr0113271	0.0	-0.13597599999999999
FBtr0113275	2.987989	-0.0885708
FBtr0113276	0.619517	-0.0885708
FBtr0113277	12.025905	-0.0885708
FBtr0113281	1.315382	-0.0628426
FBtr0113282	0.0	-0.115672
FBtr0113283	1.26631	-0.181542
FBtr0113284	4.91439	-0.08015449999999999
FBtr0113285	20.429605	-0.121305
FBtr0113286	0.0	-0.05051130000000001
FBtr0113287	0.0	-0.0641679
FBtr0113288	114.961395	-0.08312119999999999
FBtr0113289	81.15715	-0.149842
FBtr0113290	0.0	-0.149842
FBtr0113291	2.691025	-0.149842
FBtr0113293	0.0	-0.049849
FBtr0113294	0.0	-0.049849
FBtr0113295	0.0	-0.065722
FBtr0113296	0.0	-0.0762363
FBtr0113297	26.108356	-0.05840549999999999
FBtr0113298	43.592579	-0.122876
FBtr0113299	1.6941959999999998	-0.0991082
FBtr0113301	0.0	-0.09018789999999999
FBtr0113303	0.0	2.69532
FBtr0113304	0.0	1.55976
FBtr0113305	0.0	-0.11838800000000001
FBtr0113308	218.616776	-0.0983276
FBtr0113310	0.0	-0.0988032
FBtr0113312	0.0	-0.156834
FBtr0113313	0.0	-0.0883934
FBtr0113315	0.0	-0.11179700000000001
FBtr0113316	0.0	-0.0562374
FBtr0113317	0.0	-0.0801345
FBtr0113321	0.0	-0.082195
FBtr0113322	1.923934	-0.136526
FBtr0113323	0.0	-0.136526
FBtr0113324	0.0	-0.126621
FBtr0113325	0.0	-0.0438099
FBtr0113327	0.0	-0.054525800000000006
FBtr0113331	0.0	-0.00526555
FBtr0113333	0.0	-0.0646548
FBtr0113334	0.0	-0.08090069999999999
FBtr0113336	0.0	-0.0825218
FBtr0113337	0.0	0.0
FBtr0113338	0.0	0.0
FBtr0113340	0.0	0.0
FBtr0113341	0.0	0.0
FBtr0113344	0.0	-0.0951888
FBtr0113345	0.0	-0.0951888
FBtr0113346	0.0	-0.105446
FBtr0113347	0.0	-0.0597504
FBtr0113352	0.0	-0.10719300000000001
FBtr0113354	6.285773000000001	-0.00748098
FBtr0113356	0.0	-0.0894776
FBtr0113357	0.0	-0.0894776
FBtr0113358	0.0	-0.09513939999999999
FBtr0113359	0.0	-0.12272899999999999
FBtr0113360	104.759186	-0.0874091
FBtr0113361	5.860566	-0.110945
FBtr0113367	0.0	-0.141824
FBtr0113368	2.301349	-0.029225499999999998
FBtr0113369	0.0	-0.0651129
FBtr0113371	0.0	-0.0567607
FBtr0113373	0.0	-0.100884
FBtr0113374	10.032872	-0.122625
FBtr0113375	0.0	-0.134624
FBtr0113376	0.0	-0.134624
FBtr0113377	0.0	-0.134624
FBtr0113378	0.0	-0.0687665
FBtr0113379	0.0	-0.0514522
FBtr0113380	0.0	-0.0514522
FBtr0113381	0.0	-0.0645892
FBtr0113383	0.0	-0.0581087
FBtr0113384	0.0	-0.062129899999999995
FBtr0113385	0.0	-0.062129899999999995
FBtr0113386	94.744293	-0.037412
FBtr0113387	0.0	-0.062129899999999995
FBtr0113388	0.0	-0.037412
FBtr0113389	0.0	-0.112676
FBtr0113391	0.0	-0.044076800000000006
FBtr0113392	0.0	-0.11440399999999999
FBtr0113393	0.0	-0.11440399999999999
FBtr0113395	0.0	-0.0965423
FBtr0113396	0.0	-0.0965423
FBtr0113397	0.0	-0.053304899999999995
FBtr0113398	0.0	-0.076875
FBtr0113400	0.0	-0.0608572
FBtr0113401	0.0	-0.116605
FBtr0113403	108.61850700000001	-0.095351
FBtr0113404	0.0	-0.095351
FBtr0113405	0.0	-0.102822
FBtr0113407	0.0	-0.07323110000000001
FBtr0113408	0.0	-0.08051889999999999
FBtr0113409	0.0	-0.07808380000000001
FBtr0113410	0.0	-0.0602602
FBtr0113411	0.0	-0.141029
FBtr0113414	0.0	-0.012893200000000002
FBtr0113416	0.0	0.0
FBtr0113417	0.0	-0.0286024
FBtr0113418	0.0	-0.08815189999999999
FBtr0113419	0.0	-0.08815189999999999
FBtr0113421	0.0	-0.126599
FBtr0113422	0.0	3.09386
FBtr0113424	0.0	0.402965
FBtr0113425	0.0	-0.132411
FBtr0113427	0.0	-0.0601638
FBtr0113428	0.0	0.308118
FBtr0113429	0.0	-0.0613572
FBtr0113430	21.991503	5.02341
FBtr0113436	7.805066	-0.110597
FBtr0113437	0.0	-0.10480199999999999
FBtr0113439	0.0	-0.0449312
FBtr0113443	13.670794	-0.110648
FBtr0113444	0.7578600000000001	-0.0342355
FBtr0113445	0.0	-0.0424703
FBtr0113448	0.0	-0.09007269999999999
FBtr0113450	0.0	-0.11943
FBtr0113451	0.0	0.44435399999999997
FBtr0113452	1.395381	-0.038255800000000006
FBtr0113453	0.0	0.44435399999999997
FBtr0113454	0.0	0.189473
FBtr0113455	0.0	-0.04304469999999999
FBtr0113458	0.0	-0.0779833
FBtr0113459	0.0	1.9921
FBtr0113461	0.0	-0.0965005
FBtr0113464	0.0	-0.12565199999999999
FBtr0113465	0.0	-0.047583099999999996
FBtr0113469	0.0	-0.0856352
FBtr0113470	0.0	-0.055428899999999996
FBtr0113473	0.0	-0.017842
FBtr0113477	0.0	-0.105852
FBtr0113478	0.0	-0.04074559999999999
FBtr0113480	0.0	-0.0779304
FBtr0113483	0.0	-0.08051180000000001
FBtr0113487	0.0	-0.0408239
FBtr0113489	0.0	-0.102211
FBtr0113493	0.0	-0.0560689
FBtr0113494	0.0	-0.0950028
FBtr0113495	0.0	1.11642
FBtr0113496	0.0	3.83797
FBtr0113497	0.0	6.99405
FBtr0113498	0.474563	7.32464
FBtr0113499	0.0	-0.128363
FBtr0113500	0.0	-0.0757028
FBtr0113501	0.0	-0.056537199999999996
FBtr0113502	0.0	-0.041135000000000005
FBtr0113503	0.0	-0.037116
FBtr0113504	0.0	-0.0370578
FBtr0113505	0.0	-0.039087800000000006
FBtr0113506	0.0	-0.0420338
FBtr0113507	0.0	-0.042744199999999996
FBtr0113508	0.0	-0.037698800000000005
FBtr0113509	0.0	-0.028494799999999997
FBtr0113510	0.0	-0.030372700000000002
FBtr0113511	0.0	-0.0490103
FBtr0113512	0.0	-0.110144
FBtr0113513	0.0	-0.15809600000000001
FBtr0113514	0.0	-0.157064
FBtr0113515	1.56935	-0.168196
FBtr0113516	0.0	-0.101465
FBtr0113517	0.0	-0.100462
FBtr0113518	0.0	-0.131704
FBtr0113519	0.0	-0.098973
FBtr0113520	0.0	-0.058551900000000004
FBtr0113521	0.0	-0.00922156
FBtr0113522	0.0	0.16808199999999998
FBtr0113523	0.0	0.271905
FBtr0113524	0.0	0.393332
FBtr0113525	0.0	-0.08288689999999999
FBtr0113526	0.0	-0.0726974
FBtr0113527	0.0	-0.103126
FBtr0113528	0.0	-0.103934
FBtr0113529	0.0	-0.102978
FBtr0113530	0.0	-0.10016699999999999
FBtr0113531	0.0	-0.016318700000000002
FBtr0113532	0.0	-0.0238197
FBtr0113533	0.0	-0.0235293
FBtr0113534	0.0	-0.025760200000000004
FBtr0113537	0.0	-0.0541991
FBtr0113538	0.0	-0.130333
FBtr0113539	0.0	-0.08409810000000001
FBtr0113540	0.0	-0.0678288
FBtr0113541	0.0	-0.051168599999999995
FBtr0113542	0.0	-0.0452981
FBtr0113543	0.0	-0.0407652
FBtr0113544	0.0	-0.040611
FBtr0113545	0.0	-0.042867800000000005
FBtr0113546	0.0	-0.0479343
FBtr0113547	0.0	-0.0514994
FBtr0113548	0.0	-0.0580663
FBtr0113549	0.0	-0.0631967
FBtr0113550	0.0	-0.11725999999999999
FBtr0113551	0.0	-0.104649
FBtr0113552	0.0	-0.0854703
FBtr0113553	0.0	-0.0775684
FBtr0113554	0.0	-0.06755139999999998
FBtr0113555	0.0	-0.0664388
FBtr0113556	0.0	-0.07221720000000001
FBtr0113557	0.0	-0.0543
FBtr0113558	0.0	-0.0416233
FBtr0113559	6.682481	-0.0812932
FBtr0113560	0.0	-0.0800414
FBtr0113561	0.0	-0.046983
FBtr0113562	0.0	-0.071036
FBtr0113563	0.0	-0.0349819
FBtr0113564	0.0	-0.0408531
FBtr0113565	0.0	-0.0428984
FBtr0113566	0.0	-0.04298130000000001
FBtr0113567	0.0	-0.0267457
FBtr0113568	0.0	-0.024715
FBtr0113569	0.0	-0.023374799999999998
FBtr0113570	0.0	-0.0224538
FBtr0113571	0.0	-0.025754400000000004
FBtr0113572	0.0	-0.0334098
FBtr0113573	0.0	-0.0455474
FBtr0113574	0.0	-0.06614860000000002
FBtr0113575	0.0	-0.08343539999999999
FBtr0113576	0.0	-0.104006
FBtr0113577	0.0	-0.116319
FBtr0113578	0.0	-0.12112200000000001
FBtr0113579	0.0	-0.125092
FBtr0113580	0.0	-0.1047
FBtr0113581	0.0	-0.11586300000000001
FBtr0113582	0.0	-0.11226300000000002
FBtr0113583	0.0	-0.10447999999999999
FBtr0113584	0.0	-0.15351099999999998
FBtr0113585	0.0	-0.145309
FBtr0113586	0.0	-0.136647
FBtr0113587	0.0	-0.102162
FBtr0113588	0.0	-0.0981201
FBtr0113589	0.0	-0.0938826
FBtr0113590	0.0	-0.0987392
FBtr0113591	0.0	-0.10778900000000001
FBtr0113592	0.0	-0.118905
FBtr0113593	0.0	-0.11583199999999999
FBtr0113594	0.0	-0.134273
FBtr0113595	0.0	-0.13062200000000002
FBtr0113596	0.0	-0.132029
FBtr0113597	0.0	-0.13960699999999998
FBtr0113598	0.0	-0.155593
FBtr0113599	0.308799	-0.152754
FBtr0113600	0.0	-0.152781
FBtr0113601	0.0	-0.146122
FBtr0113602	0.0	-0.11272599999999999
FBtr0113603	0.0	-0.07696599999999999
FBtr0113604	0.0	-0.0583548
FBtr0113605	0.0	-0.0572904
FBtr0113606	0.0	-0.14106
FBtr0113607	0.0	-0.148952
FBtr0113608	0.0	-0.154515
FBtr0113609	0.0	-0.148471
FBtr0113610	0.0	-0.088585
FBtr0113611	0.0	-0.126024
FBtr0113612	0.0	-0.12082000000000001
FBtr0113613	0.0	-0.0301726
FBtr0113614	0.0	-0.0322799
FBtr0113615	0.0	-0.0438621
FBtr0113679	0.0	-0.0653619
FBtr0113680	0.0	-0.013885499999999999
FBtr0113681	0.0	-0.0653619
FBtr0113685	0.0	0.0
FBtr0113686	0.0	0.0
FBtr0113687	0.0	0.0
FBtr0113690	0.0	0.0
FBtr0113692	0.0	0.0
FBtr0113694	0.0	-0.000161781
FBtr0113700	0.0	-0.055936400000000004
FBtr0113701	0.24454099999999998	-0.055936400000000004
FBtr0113702	0.0	-0.055936400000000004
FBtr0113703	0.0	-0.0383472
FBtr0113704	38.256572999999996	0.0
FBtr0113705	4.665728	0.0
FBtr0113713	0.0	-0.0519533
FBtr0113715	5.69247	-0.042143400000000004
FBtr0113717	0.0	-0.0340085
FBtr0113723	0.0	-0.0340085
FBtr0113724	0.0	-0.0340085
FBtr0113725	1.2528629999999998	-0.0340085
FBtr0113726	11.087743	-0.0340085
FBtr0113727	44.179344	-0.0201067
FBtr0113730	95.198021	-0.06745830000000001
FBtr0113733	14.611606	-0.0448459
FBtr0113739	104.507568	-0.058852800000000004
FBtr0113740	3.5890089999999994	-0.058852800000000004
FBtr0113742	1174.7854	-0.0861823
FBtr0113743	181.55386399999998	-0.0861823
FBtr0113744	0.0	-0.0861823
FBtr0113746	38.743443	-0.0541015
FBtr0113748	0.0	-0.036421499999999996
FBtr0113750	0.0	-0.039977099999999995
FBtr0113751	0.0	-0.039977099999999995
FBtr0113752	0.0	-0.039977099999999995
FBtr0113761	0.0	-0.027211799999999998
FBtr0113768	0.0	0.0
FBtr0113769	0.0	0.0
FBtr0113773	21.569798000000002	-0.00613893
FBtr0113776	0.0	-0.0769622
FBtr0113777	0.0	-0.0774712
FBtr0113781	159.877655	-0.0949647
FBtr0113784	16.659395	-0.0318505
FBtr0113813	0.0	-0.000178002
FBtr0113817	0.0	-0.027044400000000003
FBtr0113818	0.0	-0.027044400000000003
FBtr0113824	3.7766879999999996	-0.0689562
